id,zip,Market Potential,Agency Presence,Competitive Assessment,Customer Behavior,Luxury Automobiles,Motorcycles,High Value Homes,Likely to Purchase New Car This Year,Likely to Purchase New Home This Year,Likely to Retire This Year,Household Income,Household Net Worth,Agent Coverage,Tier 1 Agents,Tier 2 Agents,Tier 3 Agents,Auto Policies in Force,Home Policies in Force,Total Policies in Force,Auto Policy Growth (YoY),Home Policy Growth (YoY),Total Policy Growth (YoY),Customer Base Loyal,Customer Base Disloyal to Competitors,Retention Rate,Multiline Percentage,Retention Rate Growth (YoY),Multiline Percentage Growth (YoY),Willing to Pay for Quality,Brand Loyalty,Luxury Tastes,Sends Word of Mouth,Personal Touch Loyalty,Household Count,Overall Weighted ZIP Index Score,Urbanicity,Company Footprint,Urban,Rural,Suburban,Present,Absent,varid_43,varid_44,varid_45,varid_46,varid_47,varid_48,varid_49,varid_50,varid_51,varid_52,varid_53,varid_54,varid_55,varid_56,varid_57,varid_58,varid_59,varid_60,varid_61,varid_62,varid_63,varid_64,varid_65,varid_66,varid_67,varid_68,varid_69,varid_70,varid_71,varid_72,varid_73,varid_74,varid_75,varid_76,varid_77,varid_78,varid_79,varid_80,varid_81,varid_82,varid_83,varid_84,varid_85,varid_86,varid_87,varid_88,varid_89,varid_90,varid_91,varid_92,varid_93,varid_94,varid_95,varid_96,varid_97,varid_98,varid_99,varid_100,varid_101,varid_102,varid_103,varid_104,varid_105,varid_106,varid_107,varid_108,varid_109,varid_110,varid_111,varid_112,varid_113,varid_114,varid_115,varid_116,varid_117,varid_118,varid_119,varid_120,varid_121,varid_122,varid_123,varid_124,varid_125,varid_126,varid_127,varid_128,varid_129,varid_130,varid_131,varid_132,varid_133,varid_134,varid_135,varid_136,varid_137,varid_138,varid_139,varid_140,varid_141,varid_142,varid_143,varid_144,varid_145,varid_146,varid_147,varid_148,varid_149,varid_150,created_at,updated_at
223,249,0,0,0,0,0.01,0.01,0.59,0.75,0.91,0.93,0.90,0.74,0.02,0.13,0.84,0.87,1.08,0.37,0.29,0.17,0.91,0.50,0.22,0.44,0.50,0.39,0.91,0.62,0.65,0.20,0.48,0.73,0.13,0.14,0.61,0,0,0,1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
224,250,0,0,0,0,0.11,0.23,0.64,0.59,0.75,0.07,0.36,0.04,0.64,0.84,0.79,0.20,0.99,0.51,0.02,0.51,0.41,0.16,0.29,0.38,0.36,0.34,0.23,0.88,0.66,0.33,0.87,0.73,0.09,0.88,0.32,0,0,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
225,251,0,0,0,0,0.10,0.21,0.61,0.74,0.93,0.08,0.45,0.05,0.73,0.77,0.74,0.19,1.15,0.49,0.02,0.43,0.38,0.21,0.21,0.38,0.43,0.27,0.20,0.79,0.79,0.30,0.86,0.77,0.09,0.69,0.34,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
226,252,0,0,0,0,0.01,0.19,0.56,0.88,0.91,0.08,0.45,0.04,0.71,0.58,0.78,0.15,0.86,0.50,0.04,0.44,0.33,0.21,0.20,0.36,0.34,0.34,0.22,1.04,0.71,0.32,0.75,0.75,0.10,0.93,0.44,0,0,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
227,253,0,0,0,0,0.01,0.01,0.68,0.85,0.78,0.08,0.38,0.05,0.58,0.80,0.82,0.14,0.79,0.51,0.03,0.40,0.36,0.15,0.19,0.48,0.38,0.23,0.29,0.99,0.80,0.24,0.81,0.99,0.10,0.91,0.42,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
228,254,0,0,0,0,0.20,0.01,0.58,0.65,1.01,0.07,0.43,0.03,0.55,0.60,0.70,0.20,0.93,0.46,0.03,0.41,0.35,0.20,0.27,0.42,0.32,0.25,0.28,1.01,0.82,0.29,0.69,1.02,0.10,0.89,0.40,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
229,255,0,0,0,0,0.01,0.13,0.70,0.60,0.99,0.08,0.38,0.04,0.61,0.75,0.92,0.19,1.15,0.38,0.03,0.40,0.36,0.17,0.21,0.47,0.41,0.30,0.22,0.95,0.89,0.30,0.67,0.98,0.09,0.67,0.42,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
230,256,0,0,0,0,0.01,0.11,0.65,0.85,0.94,0.07,0.48,0.04,0.56,0.65,0.92,0.15,0.86,0.37,0.03,0.37,0.40,0.19,0.27,0.37,0.35,0.29,0.29,1.02,0.70,0.27,0.66,0.96,0.11,0.85,0.40,0,0,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
231,257,0,0,0,0,0.01,0.01,0.74,0.63,0.80,0.07,0.37,0.04,0.60,0.68,0.72,0.18,1.05,0.35,0.03,0.40,0.38,0.19,0.29,0.35,0.45,0.28,0.23,0.93,0.74,0.34,0.67,0.90,0.11,0.93,0.33,0,0,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
232,258,0,0,0,0,0.17,0.13,0.62,0.61,0.86,0.07,0.49,0.04,0.72,0.71,0.89,0.20,0.82,0.38,0.03,0.43,0.35,0.18,0.20,0.41,0.32,0.31,0.30,0.80,0.77,0.28,0.66,0.93,0.10,0.67,0.44,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
233,259,0,0,0,0,0.22,0.04,0.51,0.87,0.80,0.07,0.46,0.04,0.58,0.82,0.80,0.16,0.89,0.49,0.03,0.37,0.39,0.22,0.22,0.34,0.40,0.31,0.28,0.86,0.67,0.25,0.69,1.03,0.11,0.66,0.34,0,0,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
234,260,0,0,0,0,0.18,0.22,0.46,0.55,0.14,0.34,0.20,0.11,1.06,0.76,0.34,0.35,0.02,0.84,0.58,0.32,0.58,0.15,0.81,0.68,0.28,0.49,0.18,0.47,0.35,0.95,0.59,0.49,0.70,0.41,0.14,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
235,261,0,0,0,0,0.02,0.07,0.40,0.59,0.16,0.51,0.17,0.11,0.83,0.66,0.29,0.36,0.02,0.69,0.51,0.32,0.79,0.14,0.84,0.93,0.33,0.57,0.20,0.48,0.43,0.83,0.58,0.45,0.80,0.50,0.14,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
236,262,0,0,0,0,0.09,0.01,0.40,0.56,0.16,0.40,0.21,0.14,1.11,0.78,0.33,0.36,0.02,0.63,0.50,0.26,0.74,0.12,1.12,0.84,0.29,0.55,0.20,0.46,0.32,0.82,0.55,0.47,0.67,0.42,0.12,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
237,263,0,0,0,0,0.04,0.11,0.37,0.60,0.14,0.49,0.20,0.11,1.18,0.77,0.29,0.45,0.02,0.64,0.50,0.31,0.65,0.12,1.13,0.68,0.31,0.41,0.23,0.45,0.44,0.74,0.64,0.48,0.75,0.44,0.12,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
238,264,0,0,0,0,0.16,0.15,0.36,0.78,0.20,0.40,0.17,0.10,1.08,0.79,0.30,0.39,0.02,0.64,0.41,0.28,0.82,0.11,1.09,0.88,0.35,0.57,0.21,0.54,0.31,0.96,0.63,0.38,0.63,0.36,0.15,0,0,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
239,265,0,0,0,0,0.19,0.01,0.39,0.68,0.20,0.43,0.20,0.14,1.01,0.89,0.27,0.44,0.02,0.85,0.40,0.23,0.70,0.13,0.91,0.77,0.27,0.60,0.22,0.58,0.34,0.80,0.57,0.51,0.56,0.35,0.16,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
240,266,0,0,0,0,0.01,0.14,0.37,0.66,0.18,0.35,0.21,0.11,1.12,0.92,0.37,0.46,0.02,0.63,0.51,0.31,0.79,0.11,0.92,0.87,0.30,0.53,0.19,0.56,0.41,0.94,0.62,0.44,0.58,0.44,0.16,0,0,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
241,267,0,0,0,0,0.01,0.01,0.36,0.64,0.17,0.37,0.18,0.14,0.88,0.73,0.34,0.37,0.02,0.64,0.52,0.26,0.76,0.14,0.82,0.65,0.34,0.43,0.24,0.65,0.40,0.90,0.63,0.49,0.66,0.37,0.11,0,0,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
242,268,0,0,0,0,0.01,0.14,0.38,0.53,0.14,0.35,0.16,0.12,0.83,0.72,0.37,0.34,0.02,0.82,0.45,0.23,0.64,0.15,0.82,0.71,0.31,0.43,0.23,0.50,0.43,0.81,0.51,0.41,0.54,0.47,0.15,0,0,0,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
243,270,0,0,0,0,0.09,0.01,0.87,0.56,0.68,0.23,0.54,0.12,0.28,0.38,0.12,0.19,0.17,0.47,1.09,0.83,0.52,0.33,0.68,0.54,0.52,0.42,0.39,0.63,0.73,0.35,0.76,0.67,0.34,0.02,0.05,0,0,1,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
